,text,likes,dislikes
796,He take the chance 😅,0,0
797,In my country even hug women who not related to you still so wrong 💀💀💀💀💀,6,0
798,He must have kissed putellias😅,0,0
799,"Whether it&#39;s adrenaline-fueled actions or simply overreacting in the moment, the allure of excitement can sometimes lead people down a path of thoughtless actions and regret.",152,0
800,"What a load of twaddle about nothing. It was a tiny peck on the lips in a moment of pure excitement. Even the player involved said that. <br>He didn&#39;t grab her for a full on snog and grope. <br>It&#39;s said they haven&#39;t seen him kiss male players, but I&#39;ve seen it happen between men celebrating in the few times I&#39;ve watched sport.<br>At my MILs funeral I was kissed on the mouth by an old chap I&#39;d never met before, I was, somewhat, taken aback by it, but that was all.",9,0
801,embarrassing behaviors,0,0
802,Reminded me of Will Smith oscars slap. More famous than the actual event.  😆,756,0
803,That’s some pervy stuff right there 😭😭,67,0
804,"stop flame him every second, Hermoso cover him",1,0
805,"As usual, it&#39;s Mr B.Gates funded newspaper that is dissecting and attacking human behaviour.",1,0
806,Its Spain. They kiss each other a lot. nothing wrong with that.,3,0
807,Guardian bringing important news again 💀,8,0
808,Nothing wrong there. Its euohoria!!! Learn !,3,0
809,"no tiene nada de malo,fue el momento la situacion y no es para menos son campeones del mundo tal vez se dejo llevar por el festejo la emocion y por el video se ve que hasta hermoso no se sintio molesta enojada por eso.,para nada,tal vez es la costumbre de haya es españa casi casi fue como un saludo en argentina asi se saludan y entre hombres.,habra que preguntarle a hermoso sobre esto y si dice que para nada le molesto ni modo,soporten",2,0
810,Sneaky Spanish soccer president.,0,0
811,What did you expect from a man that looks like Johnny sins,0,0
812,Entitlement.,0,0
813,Would he kiss Sergio Remos and showing him natural affection??😂😂,204,0
814,I think that’s just a European thing. Dudes are always trying to kiss me some countries.,0,0
815,The clashing of Zeitgeist’s,1,0
816,What was the problem?,0,0
817,Shame on him.,0,0
818,"That&#39;s normal when a man and woman kissing...but if man kissing a man, that&#39;s abnormal 😂",3,0
819,"No way, how will she ever recover? Hopefully her house wasn’t flooded, burned down, her parents weren’t shot🙄. Oh it was just a kiss. Give me a break",1,0
820,I bet all those commenting saying this was wrong still eat at Subway.,4,0
821,I thought he was jonny sins,0,0
822,What a embarrassing,0,0
823,"Man&#39;s a beast, I respect that",8,0
824,omg😮😮😮😮😮,0,0
825,He&#39;s just excited it&#39;s normal,3,0
826,Il faut qu’il aille en prison.,0,0
827,Bhebhi ngaridyiwe,0,0
828,Oh yeah now it&#39;s look like johnny sins and p*** baby hahaha 🎉😂❤❤❤<br><br>Okay girls i know it&#39;s the happiness of winning cup world<br><br>Congratulations for the kisses 💋😘🎉😂❤<br><br><br>Hahaha what a world,0,0
829,Wow how’s there not more of an outrage smh,8,0
830,Nooooooooooooooooooooooooooo!,0,0
831,😮😮nonmeans no creepy,0,0
832,"He must have been planning this for years.... In his mind, &quot;if our team wins, I will take the opportunity to grab her and kiss her on the mouth&quot; Play it in slow motion....you can see it.....they hugged and he quickly took the chance.  What a despicable man...",130,0
833,"Not a wise move, but I don&#39;t see it amounting to a hill of beans",0,0
834,I hope this woman can recover from such an awful event ❤😂,33,0
835,This guy again😂,0,0
836,Thats a compliment!! And a verys sincere loving kiss. The world is going nuts if this has become unacceptible.,3,0
837,I would have kissed her too,0,0
838,And what ist Not normal by a male Kissing female?,1,0
839,What is there to enjoy? It only lasted half a second.,0,0
840,"“I know it was you Fredo, you broke my heart.”",1394,0
841,これは普通のことです,0,0
842,A kiss on the cheek is normal but not that 😂😂😂💀💀💀,843,0
843,who cares it was a massive moment.. She doesn’t care so why does anyone care ??,0,0
844,besar a morata cuando gane españa,0,0
845,How about a spontaneous french kiss 😅😂😂😂,5,0
846,Could have only happened in womans football,0,0
847,"So what, it was a woman, right? It could have been worst.",0,0
848,I noticed this live and thought it was a bit odd,5,0
849,That kiss was a less than 100 milliseconds. Over that it must be a crime.,1,0
850,Dude thinks because he is President of this league he can do anything he wants with the women he oversees.<br>He can actually if they themselves do not complain.,194,0
851,He was clearly Not allowed to do that!,52,0
852,Nasty,0,0
853,People: &quot;this is horrible&quot;<br>Lol But would that be a big deal if a woman did the same to a man ?,2,0
854,No big deal!!,1,0
855,"Hermoso later offered her perspective in a statement provided to the Spanish news agency EFE by the federation. &quot;It was a mutual, spontaneous gesture prompted by the immense joy of winning a World Cup,&quot; the statement clarified. &quot;The &#39;presi&#39; and I share a strong relationship; his conduct towards us has always been exemplary. This was a natural expression of affection and gratitude.&quot;",43,0
856,"Sometimes life gets weird. Celebrations can be awkward, socially. Oh well, move on. We have bigger issues.",1,0
857,"Now, if only a women&#39;s team could beat a team of 14 year old boys, as they seem unable to do. Yet they still want equal pay.",1,0
858,"Please have him be fired, that’s just disgusting",9,0
859,2023: The year Spain conquered the World Cup and Luis conquered our hearts! 😂❤,5,0
860,At least he didn&#39;t have to make out with Rapinoe.,3,0
861,what if he would have kissed a male player?<br>same discussions going on?<br>yes - no - maybe?,2,0
862,You don&#39;t do that without another person consent. Men and women kisses each other in the cheeks after a celebration not in the mouth.  what do you not understand?,0,0
863,how the media makes a big thing out of everything :D,8,0
864,I thought the affections being showed by Rubiales were odd when I saw it. I’m surprised it made the news because it was so quick.,857,0
865,"Martian here, Luis &quot;Red Ruby Lips&quot; Rubiales, can kiss someone if they want it, he can even &quot;French kiss&quot;, all without liking Frenchmen.",1,0
866,There was really no need to kiss her like that come on. A simple side type hug would&#39;ve sufficed.,165,0
867,Sensible people !  That’s today generation …,0,0
868,What&#39;s she thinking of it? That&#39;s all that matters,1,0
869,big f&#39;ng deal,1,0
870,Who cares ?,2,0
871,Men will be men😁😁,3,0
872,Get this guy sacked. And Vilda too. No wonder the Spanish federation backed him when the 15 players asked not to be called to the national team.,5,0
873,Alter. Was wollt ihr? Mal wollen Frauen behandelt werden wie Männer. Und dann wieder wie Frauen. Was wollt ihr? Wenn der jetzt einen anderen Mann so geküsst hätte hätten alle geschrieben <br>Wow mutiger Mann 😂😂😂. Lächerlich,0,0
874,This is normal in football. Men hug and kiss each other all the time.,1,0
875,Joe Biden would have used his tongue.  Luis is an embarrassment.  Do better next time.,1,0
876,How can you resist Hermoso 🤣,4,0
877,She already moved on from it but people wanna be offended for her.,2,0
878,"In 2015, this wasn’t news. How far we’ve come as a species.",4,0
879,I don’t see an issue here,1,0
880,But the NFL coaches slaps the players “grown men” their BUTTS! 😂,36,0
881,"For those who don&#39;t understand Spanish or haven&#39;t listened to it she said &quot;i didn&#39;t enjoy it though&quot; while laughing and joking around with her teammates... it was a bit inappropriate but nothing more, but no surprise some people want to turn it into a witchhunt",53,0
882,Cool..did he give her tounge?,0,0
883,Sick man.,5,0
884,Lets stop pretending like we care.,1,0
885,Shes not even all that ...,2,0
886,leftism is already screaming because the guy kissed the woman. Only the far right can save this sick world.,0,0
887,He was excited. If she&#39;s not mad no one else can be.,1,0
888,"If you notice from the beginning, he was hagging almost all of those who were awarded, even he was kissing men under their necks, check all videos, I was suspected that he was not normal",2,0
889,"As a father of two daughters, I have this to say ... I see nothing wrong. They were celebrating.<br>I bet, in the crowd, there were straight girls kissing each other, and straight guys kissing each other on the lips. People who never met before they sat near to each other were doing it. It&#39;s how passion and celebration works. We all know this, because we&#39;ve seen it hundreds of times. We&#39;ve all done it (unless you&#39;re a Fulham supporter)<br>Nothing should change just because they are public figures.<br>Take a long hard look at yourselves before calling him out .. I bet you&#39;ve done something far worse in the past week",4,0
890,"I think women should have female trainers , that was so sweet ediculous , he pulled her head towards him , and there was no way she could resist .",4,0
891,That&#39;s digusting. He should be held accountable.,0,0
892,Polémique juste pour sa sérieux?,0,0
893,oh the horror....catastrophization at its finest,4,0
894,Need more of this in woman football 😂😂😂😂😂😂 it&#39;s equal rights,5,0
895,In brasil its normal,0,0
896,"Yo, that wasn’t anything.",1,0
897,"IM GUESSING ---- Jenni Hermoso is a LBGTVT   ,, not sure what the problem is the Spanish and Italians are always greeting each other all the time with Hugs and Kisses its the way the are . Ok he need to be fired for what he has done and removed from public office , what are the rest of the Spanish , and Italians going to do then , when they meet some one",0,0
898,Only the player can be offended. No one else. If she wants there to bes consequences for his actions that&#39;s her choice. Seems she&#39;d rather celebrate winning the world cup and not have this distract from that achievement.,79,0
899,"He must have been planning this for years.... In his mind, &quot;if our team wins, I will take the opportunity to grab her and kiss her on the mouth&quot; Play it in slow motion....you can see it.....they hugged and he quickly took the chance.  What a despicable man...",42,0
900,Don&#39;t dare show emotion anymore - just shake hands at arms length - the world has gone mad !!!!!!!!!!!,1,0
901,He’s lucky she’s not my daughter,8,0
902,"So this is wrong but when Katie Perry kissed the contestant against his will on the show, that&#39;s totally fine.  Got it.",17,0
903,Europe and the states are 2 different things.,2,0
904,He learned fram Dalai Lama...,17,0
905,"Spaniard here. Luis Rubiales, president of the Spanish Football Federation is a national embarrasment. No it is not a matter of the local culture here to give unconsented kisses in the mouth to women. Rubiales has had a series of scandals on his back, including a shady millionary agreement with Gerard Piqué while he was an active player to take the Spanish Supercopa to Saudi Arabia. Everyone in my family is commenting what a national disgrace and embarassment this guy is. Unfortunately football is an untouchable sacred cow and no one seems to be limit its moral excesses and probable corruption.",903,0
906,What&#39;s the problem? Joe Biden used to do that all the time. Still tries to.,0,0
907,That&#39;s traditon come on,0,0
908,Notice he used his hands to keep her from moving her head away,431,0
909,Dude&#39;s idol is probably Johnny Sin,6,0
910,"2010 Iker Casillas, 2023 Luis Rubiales",1,0
911,Get that man out of women&#39;s football as soon as possible,59,0
912,if he was kissing a man the media would not have a problem  with that,3,0
913,Europeans show massive affection via kissing. It’s harmless but weird to the majority of the world,1,0
914,Oh come on.<br>This is sweet gesture <br>Please don&#39;t make a big deal out of this,1,0
915,"Still creepy but:<br><br>Hermoso later offered her perspective in a statement provided to the Spanish news agency EFE by the federation. &quot;It was a mutual, spontaneous gesture prompted by the immense joy of winning a World Cup,&quot; the statement clarified. &quot;The &#39;presi&#39; and I share a strong relationship; his conduct towards us has always been exemplary. This was a natural expression of affection and gratitude.&quot;",14,0
916,"What a brave, strong girl! I hope she will survive this terrible trauma! We are proud of you!",28,0
917,If you’ve ever been around football….this totally normal. People need chill about every little thing,19,0
918,"So if it is culture , in 2010 South Africa World Championship, why nobody Kissed &quot;Andrés Iniesta Luján&quot; on his lips??!!!!",2,0
919,Because he has three legs he think he can do this ? NO !!!!,10,0
920,will give a lip kiss in future. it is normal ?,2,0
921,"anyone trying to make excuses for uncle fester, imagine for 1 second it’s your daughter and see if that changes anything",502,0
922,Smack ❤,4,0
923,"Zimbabweans who are here, I hope we all know what we are doing on 23 August dont mess around on Wednesday please",11,0
924,The guy was hugging and kissing on cheeks to every spanish player🤦🏻‍♂️,1,0
925,"Do you hear that sound? It&#39;s the virtue signaling crowd, revving their engines, getting ready to drive over and destroy this man&#39;s life. Trust me, it will happen.🙄",0,0
926,Halle Berry received a passionate kiss when won best actress and said she enjoyed it.,3,0
927,"I just hope this doesn&#39;t get more attention than the historical win spain got. They were all emotional but still though, the FA president shouldn&#39;t have done that. Kiss on the cheeks would&#39;ve been better.",23,0
928,Halle Berry did not mind when Adrian Brody kissed her after she won beat actress. Halle has said she actually enjoyed it. Adrian had less of a reason than here.,5,0
929,He kissed the wrong lips,0,0
930,24h later... People travel to Spain to congratulate all Spanish women ;-),15,0
931,i think he just carried away,0,0
932,"It&#39;s just a kiss , what&#39;s the big deal, between two straight people!",3,0
933,"you don&#39;t have to ask yourself if, and explain to us how much this kiss bothered you but if it bothered the player.",0,0
934,This kiss is unacceptable!,5,0
935,"Well, men are kissed the same way and Messi was dressed like Saladin..",0,0
936,Im just here for the comments and other overnight activists,5,0
937,Ella puede demandar  a mi amigo lo beso el presidente de la federación camerunesa de fútbol Samuel Eto  y  el lo tiene  demandado,1,0
938,A kiss is not a contract,2,0
939,Who cares….<br>Congratulations to Spain… <br>They truly are Champions!,24,0
940,That&#39;s terrible,5,0
941,Well I mean she doesn&#39;t look like someone a man would take advantage of the situation. There&#39;s gotta be a prettier one on the team.,2,0
942,"I think , if that was cultural thing, he should have kissed all the players from their mouths.",17,0
943,"Its not a Kiss, VAR should check it. it&#39;s a micro second thing.",17,0
944,"OUTSIDE OF AMERICA, this is normal and a complete non-issue....",0,0
945,So it would’ve been ok if two women or two men kiss each other?… Would the mainstream have said anything?,9,0
946,No. One. Cares,2,0
947,Cryyy,0,0
948,"All the angry commentators are guys who have done that before to someone, for sure.",32,0
949,The whole thing should be between her and him. And that&#39;s all.,1,0
950,Only John Terry is allowed to do this,27,0
951,Sale sale sale...<br>Chez nous les femmes des autres on ne leur touche meme pas les mains...<br>Respectez les femmes,3,0
952,So she&#39;s not offended by it but the social media hermits are frothing at the mouth,11,0
953,Was that it?! Seriously,5,0
954,"A spanish here, to everyone saying that it&#39;s normal because of culture, no, it&#39;s not a culture thing.<br><br>In Spain we sometimes greet each other with two kisses, one in each side of the face, not in the mouth as Rubiales",422,0
955,Guardian doesnt like when boys kiss girls.,10,0
956,That’s it?,3,0
957,❤❤❤❤❤❤only for Luis Rubiales for enjoying the win with spain,4,0
958,Too bad it wasn&#39;t Rapinoe,7,0
959,😘😘,2,0
960,"It&#39;s not a &#39;culture thing&#39;, how patronising!",13,0
961,Lots of users making excuses for him being based on culture. It isn&#39;t. She commented after &#39;I did not enjoy that&#39;.,302,0
962,MashAllah,0,0
963,The power of media 😂😂😂😂,12,0
964,Tell me it&#39;s not the mainstream media making a fuss about someone&#39;s culture.,9,0
965,Sergio Ramos always kiss Casillas,9,0
966,Well done Spain. Beautiful football.,575,0
967,"Thanks for continues updates👍I&#39;d rather trade the Crypto market as its more profitable. I make an average of $34,020 per week even though I barely trade myself",9,0
968,"If it is normal in spain, it is fine. Otherwise it is different behaviour",8,0
969,Here we go again,3,0
970,Its a culture thing. Everyone shut up,13,0
0,How dare he touch a woman 😂Definitely sexual assault 🤣,0,0
1,Mf siezed the chance😂,0,0
2,"Damn bro he definitely went to far, but how can you get malicious intent out of this, please, next time just slap her ass lol..💯🤷🏿‍♂️",0,0
3,This guy looses the job he loves just because he showed  some love to the woman he admired. Where is this world heading? He might have kissed her before or maybe more...,0,0
4,That’s what people do in sport victories!  C’mon!  The guy is genuine.  She looks equally ecstatic.  Give the man a bloody break!,0,0
5,Its sad because he seems just genuinely happy and this will be in the back of ppls mind making us further divided,0,0
6,And at the end of it all he resigned in shame and fucked off🤣,0,0
7,Appears the man did control his intrusive thoughts on a  booty slap at the end tho,0,0
8,"If this was a dude, there would be no news coverage or problem 😂",0,0
9,Surely he didn&#39;t do it because he wanted sex with her,0,0
10,Legend has it that Hermoso caught the president having sex with Aitana Bonmatí at their hotel room on the night of the win. Thats why she pressed charges..,0,0
11,Oportunist feminist,0,0
12,She is lier,0,0
13,"nobody kisse nobody in the lips, are u dim!? look at the russians.",0,0
14,Not my proudest fap,0,0
15,There is a name for everything today.,0,0
16,"Maybe they should come up with their own women spanish football boss for women football, maybe completely keep men out of women football and women out of mens  football. simple right?",0,0
17,"A lot of media drama about her , she was smiling and happy to get some one kiss her as I think, she is not even attractive",0,0
18,"He was enjoying kissing many women, of other men, if they had men of course,",0,0
19,very lucky❤,1,0
20,"His lips were tightly shut, so I don&#39;t think it was meant as sexual. But it was too forceful I suppose.",0,0
21,What has the world come to its pathetic,0,0
22,"I have had women’s complaints generally up to the eyeballs. Whinge, whinge,whinge, et.seq.",0,0
23,If he could find her in a secret separate room he will make her doggy no doubt 😂😂,0,0
24,"Come on, he was so overcome with happiness that he got carried away. Leave him alone.",0,0
25,This whole situation is so dumb.,0,0
26,"Absolutely ridiculous. Yes - Rubiales should not have done that. However, I don’t see her even slyly shrugging him off or recoiling after the kiss - she looks just as happy. It’s almost as if it was picked up on in the aftermath - and she went with the tide",0,0
27,Is kissing on the lips a culture thing there?,0,0
28,"Women want to play the same sports as men, then you’ll be treated how men treat each other.<br>If that was a male manager kissing a male player nothing would be said.",0,0
29,When foolness takes control of people&#39;s mind.,0,0
30,what about you lesbiansplayers posting your lesbian love lifes on a soccer platform i find that behaviour offensive,0,0
31,"Teh, the dude lost his job over that, freak, that kiss didn’t even last a second, it was a quick peck &amp; then move on to the next player, it wasn’t even “sexual” in any way it was just a pure celebratory kiss &amp; nothing more! I think this poor guy was just a “victim of opportunity” because Hermoso is quite a name in Spain I’ve heard so she literally carries “star power” &amp; Rubiales’s innocent little peck there ended up costing him big time so maybe next time don’t celebrate such a momentous occasion!… 😉",0,0
32,"If women are so thin-skinned that they&#39;re traumatized by a freaking kiss in a moment of celebration, maybe they are the weaker sex after all... After the US women team lying campaign to extort more money that their contract entitled, it&#39;s time for football orgs to sever ties to women football : let them manage themselves.",0,0
33,"I know this does not rate anything like this celebration kiss, but remember when you  could get caught on film  wildly kissing a total stranger , even bending her backwards , and that film( photo) would become a National Treasure and symbol of Celebration !",0,0
34,"She is a bi....<br>I dont know a woman, when she was kissed, after she is laughing.<br>And now she make a big drama?<br>Fu.. off she",0,0
35,"I&#39;m a man, and I dont care about women football at all and I hate ugly feminists... But this coach is a predator and his predatory instincts kicked in using the situation as cover.. I can see it and feel it through the screen,  he is not a good  man. A real man never approaches women like this.",0,0
36,"He should probably know not to kiss a woman as a superior in this climate, but to say this is criminal is outrageous.. In a couple of years men won&#39;t even want to shake women&#39;s hands smh",0,0
37,At least I didn&#39;t see any tounge penetration!,0,0
38,White privilege,0,0
39,"she did not pull away, suggesting all was well. he was like kissing a daughter who done well in Exams.   Are feminists pushing this..",0,0
40,"Actually this is common lets say in Southern European region, and common actually in male interaction when being very happy about sth. And still this appears to be rather a male sport. So neutrally and simply from an anthropological viewpoint - a male buddy is congratulating his &#39;male&#39; buddy and sharing his joy in the there common way. Im talking about the roles. This is the impression I had, simply sth common, all other interactions holding the head like that with both hands, and afterwards tapping on the back like that - male-male communication. Surely I don&#39;t know how they usually communicate, if one dislikes that, it needs to be communicated at the beginning. It was also a rather quick kiss, the media is showing it in an extended way. It&#39;s become a weird world actually, fingerpointing at cordial interaction and such that are surely no-nos are being ignored. Im female myself. I was thrown stones by a male, and the police and legal prosecution (in Western world btw) concluded there was no guilt or fault or even harm visible, since his concious behaviour about that can not be proven ... Peace and love",0,0
41,"Ze vond het helemaal niet erg, was natuurlijk bokgeil na al die weken zonder ‘warme worst’. 😅😂",0,0
42,"This is stupid. You later determined you didn’t like the celebratory kiss that you stood there for smiling? Get over it, and quit hurting people over nothing.",0,0
43,"If it was a kiss from one if her team mates, would it go further...?kmft",0,0
44,"I know it was you Fredo, you broke my heart, you broke my heart.",0,0
45,Hə was happy because of their performance and she was happy also and looked happy. It&#39;s just insane to create something big of this kiss. There is no sexual assault in this video!,0,0
46,"If he does this in public, imagine what he&#39;s capable of behind closed doors.",0,0
47,На пустом месте раздули проблему. Феминизм в действии. Если бы женщина чиновник на радостях игрока чмокнула в губы никто-бы и не заметил.,0,0
48,"Okay now that I’ve watched the video.. wtf!!<br><br>He grabbed her head and mouth rapped her, I get it.. yea he’s fcked",0,0
49,Ooooo this big problem. But when a pervert mother kisses her young innocent child on the mouth this not a problem. Absolutely ridiculous,0,0
50,"I don’t really care if it was meant to be celebratory and harmless or not. It’s weird to just grab someone you have that much power over and kiss them. <br><br>And intentions don’t necessarily make the discomfort go away. I don’t like to be touched by anyone I don’t know. It being “harmless” is an excuse. <br><br>Everyone raised their daughters to be alert of men 24/7 because sexual desire and all that and then let men just do whatever because they “didn’t mean it like that” as if they have a spyglass into this guys head. I myself do not know what he was thinking, but I think it’s pretty standard to just not grab people. <br><br>And before anyone says “what if the genders were reversed?” If the recipient of the kiss is uncomfortable, that is that. Male, female, consent and boundaries should apply to and be respected by both. If the recipient doesn’t care, whatever. But Jinni does care. And if the roles were reversed, the same people defending this guy would be telling the male recipient to be thankful or whatever. Those same people would not care because men can’t have boundaries apparently. <br><br>Also, I don’t think he should lose his job entirely but I do think there should be something as a penalty. Because in any other context this is weird, but for some reason people seem to really like this guy. Or they just don’t like Jinni. I can’t figure out which.",0,0
51,Imagine if every NFL player that got spanked during super bowl games filed charges right after they won… LOL,0,0
52,"This guy got caught up in the moment. They are treating him like the hillside strangler. What should have been a pinnacle moment in his life, has now been reduced to ashes. Leave the poor guy alone.  Is there any suggestion that he was just waiting for the chance to be with this woman?  I wonder how upset she really is about this?  I believe she may have been surprised, but not devastated until people told her she should be.  If this was the other way around and it was the men’s team and there was a woman as head of the federation and she did the same thing in the heat of the moment there would be nothing like the scandal this has become. In fact, when woman have these same accusations against them for far more heinous acts, they get a slap on the wrists.",0,0
53,"The only way this is acceptable is if you&#39;re Joe Biden. That&#39;s basically a handshake to him lol. This guy didn&#39;t even hold on to her for 30 seconds. No brushing her hair behind her ears or even smelling it, for that matter.",0,0
54,I could let it go if it were the cheek but he went full on the lips.,0,0
55,Am just surprised this turn a case,0,0
56,"She clearly kisses him on the cheek / neck first, then moves forward and puckers up for the lip kiss. Woke agenda.",0,0
57,"It’s easy to paint the initial picture that men are out of control, based on the reporting of this event, and the optics. But the aftermath actually depicts quite the opposite tale… Quite the opposite. I see a man who failed to appropriately reserve himself in a flash. And I see a mob of opportunists that is methodically trying to do as much damage as possible in response. Not out of spite, or for justice, but self benefit. You are the players, the players don’t run the team. It’s a very simple concept.",1,0
58,"Do you really think this guy was interested in this chick..? Let’s use some common sense. It may have been a violation, but it wasn’t sexual, clearly. So until that element is reported on and faithfully put forward by the outrage mob, I don’t respect much of what they have to say. The ladies are now trying to get the entirety of the team fired from the looks of it. It seemed like an overplay from the beginning, now it’s just feeling like an SNL skit about the MeToo movement. And this sort of absurdity definitely does a disservice to actual victimize women out there. Take a pill of Spanish citizens and realize how preposterous this “scandal” is in their eyes generally.",0,0
59,I stand with luis,0,0
60,Sensitive generation,0,0
61,"Remember, if a woman ever kisses a man out of the blue and out of happiness it is considered a sexual harassment.<br><br>I did npt see any revulsion or anything, if he would have done this to a man nobody would be cancelling this poor man.",0,0
62,Why is she smiling after the kiss as if it would not bother her. Anyway never kiss a Spanish girl I guess.,0,0
63,She’s smiling so she didn’t seem to mind at that moment,0,0
64,"He&#39;d get a pass if he was italian, but no",0,0
65,No wonder men in places of power are avoiding certain interactions with women.,1,0
66,she doesn’t look traumatized at all. wonder who convinced her to be in shambles now. <br>the world is seriously sick. <br>what the hell do women want? <br>they cry about equality. effin annoying.,0,0
67,Welcome to wokeness Spain.. men in most of  the West are walking on eggshells last 30 years already. <br>Btw I do think he went little too far..got little too excited.<br>Also look at Croatian president groaping soccer players world cup Russia final<br>Nobody said a word,0,0
68,"A female colleague of mine was going on holiday gave me a kiss and a hug, should I file a case for sexual harrassment?",0,0
69,"... big deal, as if we don&#39;t have bigger problems than this",0,0
70,She never enjoyed that but the smile after it says she took it as it was meant now a big deal being made of it and no doubt her partner crying about it it’s suddenly a crime  and she’s now a victim  wtaf,0,0
71,What’s the world coming to that you end up in court for that,0,0
72,"What a joke it was celebratory, the Woke destroying another human being but support grown men exposing there genitalia in woman locker rooms. When will it end??? To hell in a hand basket we go!!",0,0
73,The reaction isn’t a surprise considering the anti-male climate we live in today…,0,0
74,"He’s just really happy so is she , I don’t think he should lose his job or be prosecuted for it .",0,0
75,If this had been the mens team he would not  have kissed a man on the lips. Even then she never consented to such.,1,0
76,Love to see it,0,0
77,This isn’t a big deal <br><br>He should have been disciplined but not lost his job<br><br>This seems to be a Spanish exuberant victory celebration. He would also have kissed a winning guy.,0,0
78,Imagine if Garth southgate kissed Harry Maguire on the lips everytime he made a mistake.. Now that would be offencive 😂,0,0
79,"In court, they will try to figure out what they were saying to each other. My best guess, he said I love you and she replied I love you too, or something like thank you. Then the kiss. They will probably consider this as consent. What do others think?",0,0
80,"It&#39;s crazy how we&#39;re talking so much about equality these days that it provokes inequality in the end. They are just two people, not man or woman, but people who are really happy for the moment. He smiles, she smiles. If the coach was a woman no one would care. There are real equality and assault issues out there. This is not one. In my humble opinion, she&#39;s just a bad person and I think she&#39;s just as surprised as a lot of people are for how far this went but she just wants to promote and victimize herself.",0,0
81,"What a bunch of whiners. What happened to the world so quickly. Everything is offensive, people are malfunctioning at this point. They get so brainwashed by social media and tv that over a couple of years even looking will be a crime. Tf stop the MADNESSSSSSS",0,0
82,Why did’nt she slap his face directly? Why say afterwards she did’nt like it?,0,0
83,"This was a moment of over excitement. It’s an unwanted kiss. She walked away smiling. Make an apology to her as a gentleman, or don’t. People, especially foreigners, would be foolish to truly desire the actions in this moment be criminal assault.",0,0
84,"As a male, my female coach gave me a kiss the same way, I felt violated but my teammates told me to stfu as our coach is good looking, I&#39;m still afraid she wants to steal my precious seed.",0,0
85,Well if only she said she didn&#39;t feel assaulted then maybe he would still have his job,0,0
86,Men must stop supporting Spain&#39;s women&#39;s soccer,1,0
87,Blown out of proportion… it was Adrenalin rush … her reaction than doesn’t align what she claims now… just don’t mess with women,0,0
88,"Hahaha. The whole of Spains squad have resigned. Shot themselves in the foot. ,😆",0,0
89,Weg ist er - gut so,0,0
90,Je ne vois nullement le baiser forcé ici puisqu&#39;elle même avait entrelacé le président,0,0
91,Hay,0,0
92,"I don&#39;t get ?? In the men&#39;s game they do that kind of stuff to other men all the time, especially after winning big games and trophies",0,0
93,The feminists are out in full storm to destroy this man.,0,0
94,The kiss was definitely uncalled for but sexual assault? I&#39;d say anyone who deems that &quot;sexual assault&quot; probably hasn&#39;t experienced sex themselves let alone knows what it is.,0,0
95,"I would have shown my dislike at the time, pushed him away or whatever",0,0
96,Was that it? All this fuss over that? It’s not like he’s trying to stick his tongue down her throat. It’s not supposed be sexual in any way. I smell a witch hunt.,0,0
97,horny?,0,0
98,"Man this world is SO uptight. Everybody was celebrating. Everybody&#39;s just looking for something to cry about. There was nothing creepy about it, everybody was happy. But spineless people can bully others on social media such as Facebook, Twitter, ect.. And  make someone that&#39;s been bullied by a moron, commit  suicide. Because that moron has nothing better to do because of their lame life. Their parents must be so proud!  What a ridiculous world we live in. They were celebrating  and rejoicing an extraordinary achievement for the team. Simple as that, it&#39;s always got to be an idiot that turns something like that into something ugly. Sad sad world😢😢😢😢😢😢",0,0
99,lesbian men hating football players,0,0
100,"Bruh, how can people even defend this? When tf in your lives did you felt it&#39;s ok to congratulate a stranger by kissing them? This is beyond stupid",1,0
101,"Inappropriate, yes.<br>Sexual assault? A bit over the top",0,0
102,What a clown!!!,0,0
103,KISS ME IF U PAY ME<br><br>(he paid her),1,0
104,Its émotionnel kiss,0,0
105,Snowflakes are just cranky 24/7! 😂,0,0
106,"Tbh men have done this kind of thing to other men in football. Im not condoning it, but it doesn&#39;t always have a sexual intent to it. He should just apologise and the world move on",0,0
107,People need to get a grip,0,0
108,I thought the kiss was much worse. Seems very celebratory and in the moment,0,0
109,Maybe woman football should just be woman ! It’s pathetic,0,0
110,"It’s not his fault, he’s so used to that from the U.S. Navy",0,0
111,Give him a medal 🥉 bit of tounge action nothinv like jubilation and joy happy days not if youf s woke spoke man hater carpet munching rspinoe fan❤😂,0,0
112,i would of kissed her for winning the world cup,0,0
113,Pathetic,0,0
114,"If it was a female coach that kissed a male player do you think it would be the same outcome i dont thinks so,nothing would be mentioned.",1,0
115,If is other way around that s no problem.,1,0
116,Sexual assualt?  Not sure.  Inappropriate. Yes.,0,0
117,"This should be a lesson to all men. Guys, don&#39;t kiss a woman on her lips without her consent especially if you&#39;re in a position of authority. No ifs, buts or maybes, just DON&#39;T do it.",0,0
118,"This about finding a reason to remove ALL men from women&#39;s football, without sexual discrimination being mentioned. Nothing less. Watch how the conversation will quickly move on to this in the coming weeks.",0,0
119,"After further review, it&#39;s no biggie.",0,0
